Ortho_No	Organism1	LncRNA1	LncRNA_Id1	Organism2	LncRNA2
Ortho310	Human	TCONS_00009496	hsa_TCONS_00009496	Chimp	TCONS_00004672
Ortho311	Human	TCONS_00009496	hsa_TCONS_00009496	Chimp	TCONS_00004673
Ortho312	Human	TCONS_00009520	hsa_TCONS_00009520	Chimp	TCONS_00004686
Ortho313	Human	TCONS_00009520	hsa_TCONS_00009520	Chimp	TCONS_00004687
Ortho314	Human	TCONS_00009520	hsa_TCONS_00009520	Chimp	TCONS_00004688
Ortho315	Human	TCONS_00009554	hsa_TCONS_00009554	Chimp	TCONS_00004712
Ortho316	Human	TCONS_00009554	hsa_TCONS_00009554	Chimp	TCONS_00004713
Ortho317	Human	TCONS_00009554	hsa_TCONS_00009554	Chimp	TCONS_00004714
Ortho318	Human	TCONS_00009554	hsa_TCONS_00009554	Chimp	TCONS_00004715
Ortho319	Human	TCONS_00009555	hsa_TCONS_00009555	Chimp	TCONS_00004712
Ortho320	Human	TCONS_00009665	hsa_TCONS_00009665	Chimp	TCONS_00004770
Ortho321	Human	TCONS_00009689	hsa_TCONS_00009689	Chimp	TCONS_00004785
Ortho322	Human	TCONS_00009690	hsa_TCONS_00009690	Chimp	TCONS_00004785
Ortho323	Human	TCONS_00009778	hsa_TCONS_00009778	Chimp	TCONS_00004829
Ortho324	Human	TCONS_00009778	hsa_TCONS_00009778	Chimp	TCONS_00004830
Ortho325	Human	TCONS_00009783	hsa_TCONS_00009783	Chimp	TCONS_00004833
Ortho326	Human	TCONS_00009802	hsa_TCONS_00009802	Chimp	TCONS_00004846
Ortho327	Human	TCONS_00009803	hsa_TCONS_00009803	Chimp	TCONS_00004846
Ortho328	Human	TCONS_00009820	hsa_TCONS_00009820	Chimp	TCONS_00004855
Ortho329	Human	TCONS_00009858	hsa_TCONS_00009858	Chimp	TCONS_00004870
Ortho330	Human	TCONS_00009874	hsa_TCONS_00009874	Chimp	TCONS_00004884
Ortho331	Human	TCONS_00009938	hsa_TCONS_00009938	Chimp	TCONS_00004915
Ortho332	Human	TCONS_00010193	hsa_TCONS_00010193	Chimp	TCONS_00005051
Ortho333	Human	TCONS_00010413	hsa_TCONS_00010413	Chimp	TCONS_00005171
Ortho334	Human	TCONS_00010416	hsa_TCONS_00010416	Chimp	TCONS_00005174
Ortho335	Human	TCONS_00010438	hsa_TCONS_00010438	Chimp	TCONS_00005185
Ortho336	Human	TCONS_00010440	hsa_TCONS_00010440	Chimp	TCONS_00005185
Ortho337	Human	TCONS_00010441	hsa_TCONS_00010441	Chimp	TCONS_00005186
Ortho338	Human	TCONS_00010509	hsa_TCONS_00010509	Chimp	TCONS_00005225
Ortho339	Human	TCONS_00010646	hsa_TCONS_00010646	Chimp	TCONS_00005286
Ortho340	Human	TCONS_00010667	hsa_TCONS_00010667	Chimp	TCONS_00005297
Ortho341	Human	TCONS_00010668	hsa_TCONS_00010668	Chimp	TCONS_00005297
Ortho342	Human	TCONS_00010703	hsa_TCONS_00010703	Chimp	TCONS_00005320
Ortho343	Human	TCONS_00010857	hsa_TCONS_00010857	Chimp	TCONS_00005363
Ortho344	Human	TCONS_00010887	hsa_TCONS_00010887	Chimp	TCONS_00005390
Ortho345	Human	TCONS_00010888	hsa_TCONS_00010888	Chimp	TCONS_00005390
Ortho346	Human	TCONS_00010889	hsa_TCONS_00010889	Chimp	TCONS_00005392
Ortho347	Human	TCONS_00010890	hsa_TCONS_00010890	Chimp	TCONS_00005393
Ortho348	Human	TCONS_00010893	hsa_TCONS_00010893	Chimp	TCONS_00005394
Ortho349	Human	TCONS_00011028	hsa_TCONS_00011028	Chimp	TCONS_00005477
Ortho350	Human	TCONS_00011079	hsa_TCONS_00011079	Chimp	TCONS_00005500
Ortho351	Human	TCONS_00011079	hsa_TCONS_00011079	Chimp	TCONS_00005501
Ortho352	Human	TCONS_00011168	hsa_TCONS_00011168	Chimp	TCONS_00005544
Ortho353	Human	TCONS_00011170	hsa_TCONS_00011170	Chimp	TCONS_00005541
Ortho354	Human	TCONS_00011170	hsa_TCONS_00011170	Chimp	TCONS_00005546
Ortho355	Human	TCONS_00011171	hsa_TCONS_00011171	Chimp	TCONS_00005541
Ortho356	Human	TCONS_00011171	hsa_TCONS_00011171	Chimp	TCONS_00005546
Ortho357	Human	TCONS_00011173	hsa_TCONS_00011173	Chimp	TCONS_00005541
Ortho358	Human	TCONS_00011173	hsa_TCONS_00011173	Chimp	TCONS_00005546
Ortho359	Human	TCONS_00011176	hsa_TCONS_00011176	Chimp	TCONS_00006608
Ortho360	Human	TCONS_00011177	hsa_TCONS_00011177	Chimp	TCONS_00006608
Ortho361	Human	TCONS_00011195	hsa_TCONS_00011195	Chimp	TCONS_00006656
Ortho362	Human	TCONS_00011195	hsa_TCONS_00011195	Chimp	TCONS_00006657
Ortho363	Human	TCONS_00011195	hsa_TCONS_00011195	Chimp	TCONS_00007121
Ortho364	Human	TCONS_00011212	hsa_TCONS_00011212	Chimp	TCONS_00006628
Ortho365	Human	TCONS_00011212	hsa_TCONS_00011212	Chimp	TCONS_00033760
Ortho366	Human	TCONS_00011215	hsa_TCONS_00011215	Chimp	TCONS_00006628
Ortho367	Human	TCONS_00011215	hsa_TCONS_00011215	Chimp	TCONS_00033760
Ortho368	Human	TCONS_00011216	hsa_TCONS_00011216	Chimp	TCONS_00006628
Ortho369	Human	TCONS_00011216	hsa_TCONS_00011216	Chimp	TCONS_00033760
Ortho370	Human	TCONS_00011319	hsa_TCONS_00011319	Chimp	TCONS_00005625
Ortho371	Human	TCONS_00011354	hsa_TCONS_00011354	Chimp	TCONS_00006673
Ortho372	Human	TCONS_00011389	hsa_TCONS_00011389	Chimp	TCONS_00005648
Ortho373	Human	TCONS_00011423	hsa_TCONS_00011423	Chimp	TCONS_00005672
Ortho374	Human	TCONS_00011423	hsa_TCONS_00011423	Chimp	TCONS_00005673
Ortho375	Human	TCONS_00011482	hsa_TCONS_00011482	Chimp	TCONS_00005716
Ortho376	Human	TCONS_00011530	hsa_TCONS_00011530	Chimp	TCONS_00005754
Ortho377	Human	TCONS_00011807	hsa_TCONS_00011807	Chimp	TCONS_00005894
Ortho378	Human	TCONS_00011826	hsa_TCONS_00011826	Chimp	TCONS_00005903
Ortho379	Human	TCONS_00011832	hsa_TCONS_00011832	Chimp	TCONS_00005907
Ortho380	Human	TCONS_00011833	hsa_TCONS_00011833	Chimp	TCONS_00005907
Ortho381	Human	TCONS_00011861	hsa_TCONS_00011861	Chimp	TCONS_00005924
Ortho382	Human	TCONS_00012019	hsa_TCONS_00012019	Chimp	TCONS_00005996
Ortho383	Human	TCONS_00012020	hsa_TCONS_00012020	Chimp	TCONS_00005996
Ortho384	Human	TCONS_00012106	hsa_TCONS_00012106	Chimp	TCONS_00006053
Ortho385	Human	TCONS_00012149	hsa_TCONS_00012149	Chimp	TCONS_00006085
Ortho386	Human	TCONS_00012149	hsa_TCONS_00012149	Chimp	TCONS_00006086
Ortho387	Human	TCONS_00012150	hsa_TCONS_00012150	Chimp	TCONS_00006085
Ortho388	Human	TCONS_00012150	hsa_TCONS_00012150	Chimp	TCONS_00006086
Ortho389	Human	TCONS_00012157	hsa_TCONS_00012157	Chimp	TCONS_00006091
Ortho390	Human	TCONS_00012173	hsa_TCONS_00012173	Chimp	TCONS_00006095
Ortho391	Human	TCONS_00012200	hsa_TCONS_00012200	Chimp	TCONS_00006100
Ortho392	Human	TCONS_00012200	hsa_TCONS_00012200	Chimp	TCONS_00006101
Ortho393	Human	TCONS_00012240	hsa_TCONS_00012240	Chimp	TCONS_00006119
Ortho394	Human	TCONS_00012241	hsa_TCONS_00012241	Chimp	TCONS_00006119
Ortho395	Human	TCONS_00012258	hsa_TCONS_00012258	Chimp	TCONS_00006128
Ortho396	Human	TCONS_00012264	hsa_TCONS_00012264	Chimp	TCONS_00006130
Ortho397	Human	TCONS_00012266	hsa_TCONS_00012266	Chimp	TCONS_00006132
Ortho398	Human	TCONS_00012445	hsa_TCONS_00012445	Chimp	TCONS_00006224
Ortho399	Human	TCONS_00012553	hsa_TCONS_00012553	Chimp	TCONS_00006291
Ortho400	Human	TCONS_00012600	hsa_TCONS_00012600	Chimp	TCONS_00006313
Ortho401	Human	TCONS_00012600	hsa_TCONS_00012600	Chimp	TCONS_00006314
Ortho402	Human	TCONS_00012601	hsa_TCONS_00012601	Chimp	TCONS_00006315
Ortho403	Human	TCONS_00012606	hsa_TCONS_00012606	Chimp	TCONS_00006320
Ortho404	Human	TCONS_00012609	hsa_TCONS_00012609	Chimp	TCONS_00006320
Ortho405	Human	TCONS_00012647	hsa_TCONS_00012647	Chimp	TCONS_00038334
Ortho406	Human	TCONS_00012647	hsa_TCONS_00012647	Chimp	TCONS_00038340
Ortho407	Human	TCONS_00012669	hsa_TCONS_00012669	Chimp	TCONS_00006338
Ortho408	Human	TCONS_00012679	hsa_TCONS_00012679	Chimp	TCONS_00006346
Ortho409	Human	TCONS_00012777	hsa_TCONS_00012777	Chimp	TCONS_00006653
Ortho410	Human	TCONS_00013000	hsa_TCONS_00013000	Chimp	TCONS_00006442
Ortho411	Human	TCONS_00013000	hsa_TCONS_00013000	Chimp	TCONS_00006443
Ortho412	Human	TCONS_00013000	hsa_TCONS_00013000	Chimp	TCONS_00006444
Ortho413	Human	TCONS_00013001	hsa_TCONS_00013001	Chimp	TCONS_00006442
Ortho414	Human	TCONS_00013001	hsa_TCONS_00013001	Chimp	TCONS_00006443
Ortho415	Human	TCONS_00013001	hsa_TCONS_00013001	Chimp	TCONS_00006444
Ortho416	Human	TCONS_00013002	hsa_TCONS_00013002	Chimp	TCONS_00006442
Ortho417	Human	TCONS_00013002	hsa_TCONS_00013002	Chimp	TCONS_00006443
Ortho418	Human	TCONS_00013002	hsa_TCONS_00013002	Chimp	TCONS_00006444
Ortho419	Human	TCONS_00013003	hsa_TCONS_00013003	Chimp	TCONS_00006442
Ortho420	Human	TCONS_00013003	hsa_TCONS_00013003	Chimp	TCONS_00006443
Ortho421	Human	TCONS_00013003	hsa_TCONS_00013003	Chimp	TCONS_00006444
Ortho422	Human	TCONS_00013004	hsa_TCONS_00013004	Chimp	TCONS_00006442
Ortho423	Human	TCONS_00013004	hsa_TCONS_00013004	Chimp	TCONS_00006443
Ortho424	Human	TCONS_00013004	hsa_TCONS_00013004	Chimp	TCONS_00006444
Ortho425	Human	TCONS_00013099	hsa_TCONS_00013099	Chimp	TCONS_00006503
Ortho426	Human	TCONS_00013099	hsa_TCONS_00013099	Chimp	TCONS_00006504
Ortho427	Human	TCONS_00013100	hsa_TCONS_00013100	Chimp	TCONS_00006503
Ortho428	Human	TCONS_00013100	hsa_TCONS_00013100	Chimp	TCONS_00006504
Ortho429	Human	TCONS_00013265	hsa_TCONS_00013265	Chimp	TCONS_00006612
Ortho430	Human	TCONS_00013265	hsa_TCONS_00013265	Chimp	TCONS_00006613
Ortho431	Human	TCONS_00013266	hsa_TCONS_00013266	Chimp	TCONS_00006614
Ortho432	Human	TCONS_00013268	hsa_TCONS_00013268	Chimp	TCONS_00006619
Ortho433	Human	TCONS_00013269	hsa_TCONS_00013269	Chimp	TCONS_00006619
Ortho434	Human	TCONS_00013271	hsa_TCONS_00013271	Chimp	TCONS_00006621
Ortho435	Human	TCONS_00013290	hsa_TCONS_00013290	Chimp	TCONS_00006657
Ortho436	Human	TCONS_00013291	hsa_TCONS_00013291	Chimp	TCONS_00006658
Ortho437	Human	TCONS_00013291	hsa_TCONS_00013291	Chimp	TCONS_00006659
Ortho438	Human	TCONS_00013291	hsa_TCONS_00013291	Chimp	TCONS_00006660
Ortho439	Human	TCONS_00013292	hsa_TCONS_00013292	Chimp	TCONS_00006658
Ortho440	Human	TCONS_00013292	hsa_TCONS_00013292	Chimp	TCONS_00006659
Ortho441	Human	TCONS_00013292	hsa_TCONS_00013292	Chimp	TCONS_00006660
Ortho442	Human	TCONS_00013355	hsa_TCONS_00013355	Chimp	TCONS_00006656
Ortho443	Human	TCONS_00013355	hsa_TCONS_00013355	Chimp	TCONS_00006657
Ortho444	Human	TCONS_00013355	hsa_TCONS_00013355	Chimp	TCONS_00007121
Ortho445	Human	TCONS_00013384	hsa_TCONS_00013384	Chimp	TCONS_00006673
Ortho446	Human	TCONS_00013403	hsa_TCONS_00013403	Chimp	TCONS_00006689
Ortho447	Human	TCONS_00013404	hsa_TCONS_00013404	Chimp	TCONS_00006690
Ortho448	Human	TCONS_00013405	hsa_TCONS_00013405	Chimp	TCONS_00006694
Ortho449	Human	TCONS_00013405	hsa_TCONS_00013405	Chimp	TCONS_00006695
Ortho450	Human	TCONS_00013409	hsa_TCONS_00013409	Chimp	TCONS_00006699
Ortho451	Human	TCONS_00013410	hsa_TCONS_00013410	Chimp	TCONS_00006700
Ortho452	Human	TCONS_00013444	hsa_TCONS_00013444	Chimp	TCONS_00006717
Ortho453	Human	TCONS_00013444	hsa_TCONS_00013444	Chimp	TCONS_00006718
Ortho454	Human	TCONS_00013445	hsa_TCONS_00013445	Chimp	TCONS_00006717
Ortho455	Human	TCONS_00013445	hsa_TCONS_00013445	Chimp	TCONS_00006718
Ortho456	Human	TCONS_00013502	hsa_TCONS_00013502	Chimp	TCONS_00006737
Ortho457	Human	TCONS_00013551	hsa_TCONS_00013551	Chimp	TCONS_00005053
Ortho458	Human	TCONS_00013553	hsa_TCONS_00013553	Chimp	TCONS_00005053
Ortho459	Human	TCONS_00013624	hsa_TCONS_00013624	Chimp	TCONS_00006796
Ortho460	Human	TCONS_00013660	hsa_TCONS_00013660	Chimp	TCONS_00006813
Ortho461	Human	TCONS_00013661	hsa_TCONS_00013661	Chimp	TCONS_00006813
Ortho462	Human	TCONS_00013682	hsa_TCONS_00013682	Chimp	TCONS_00006828
Ortho463	Human	TCONS_00013824	hsa_TCONS_00013824	Chimp	TCONS_00006914
Ortho464	Human	TCONS_00013842	hsa_TCONS_00013842	Chimp	TCONS_00006924
Ortho465	Human	TCONS_00013844	hsa_TCONS_00013844	Chimp	TCONS_00006925
Ortho466	Human	TCONS_00013844	hsa_TCONS_00013844	Chimp	TCONS_00006926
Ortho467	Human	TCONS_00013850	hsa_TCONS_00013850	Chimp	TCONS_00006931
Ortho468	Human	TCONS_00014050	hsa_TCONS_00014050	Chimp	TCONS_00007018
Ortho469	Human	TCONS_00014066	hsa_TCONS_00014066	Chimp	TCONS_00025993
Ortho470	Human	TCONS_00014127	hsa_TCONS_00014127	Chimp	TCONS_00007046
Ortho471	Human	TCONS_00014128	hsa_TCONS_00014128	Chimp	TCONS_00007046
Ortho472	Human	TCONS_00014266	hsa_TCONS_00014266	Chimp	TCONS_00020157
Ortho473	Human	TCONS_00014267	hsa_TCONS_00014267	Chimp	TCONS_00020157
Ortho474	Human	TCONS_00014662	hsa_TCONS_00014662	Chimp	TCONS_00007455
Ortho475	Human	TCONS_00014683	hsa_TCONS_00014683	Chimp	TCONS_00007463
Ortho476	Human	TCONS_00014683	hsa_TCONS_00014683	Chimp	TCONS_00007464
Ortho477	Human	TCONS_00014684	hsa_TCONS_00014684	Chimp	TCONS_00007463
Ortho478	Human	TCONS_00014684	hsa_TCONS_00014684	Chimp	TCONS_00007464
Ortho479	Human	TCONS_00014809	hsa_TCONS_00014809	Chimp	TCONS_00007538
Ortho480	Human	TCONS_00014859	hsa_TCONS_00014859	Chimp	TCONS_00007575
Ortho481	Human	TCONS_00014859	hsa_TCONS_00014859	Chimp	TCONS_00007576
Ortho482	Human	TCONS_00014859	hsa_TCONS_00014859	Chimp	TCONS_00007577
Ortho483	Human	TCONS_00014887	hsa_TCONS_00014887	Chimp	TCONS_00014796
Ortho484	Human	TCONS_00014887	hsa_TCONS_00014887	Chimp	TCONS_00031615
Ortho485	Human	TCONS_00014899	hsa_TCONS_00014899	Chimp	TCONS_00007598
Ortho486	Human	TCONS_00014900	hsa_TCONS_00014900	Chimp	TCONS_00007597
Ortho487	Human	TCONS_00014977	hsa_TCONS_00014977	Chimp	TCONS_00009086
Ortho488	Human	TCONS_00015104	hsa_TCONS_00015104	Chimp	TCONS_00007683
Ortho489	Human	TCONS_00015104	hsa_TCONS_00015104	Chimp	TCONS_00007684
Ortho490	Human	TCONS_00015322	hsa_TCONS_00015322	Chimp	TCONS_00010007
Ortho491	Human	TCONS_00015550	hsa_TCONS_00015550	Chimp	TCONS_00007826
Ortho492	Human	TCONS_00015551	hsa_TCONS_00015551	Chimp	TCONS_00007826
Ortho493	Human	TCONS_00015689	hsa_TCONS_00015689	Chimp	TCONS_00007907
Ortho494	Human	TCONS_00015775	hsa_TCONS_00015775	Chimp	TCONS_00009363
Ortho495	Human	TCONS_00015802	hsa_TCONS_00015802	Chimp	TCONS_00007961
Ortho496	Human	TCONS_00015802	hsa_TCONS_00015802	Chimp	TCONS_00007962
Ortho497	Human	TCONS_00015990	hsa_TCONS_00015990	Chimp	TCONS_00009418
Ortho498	Human	TCONS_00016043	hsa_TCONS_00016043	Chimp	TCONS_00048796
Ortho499	Human	TCONS_00016044	hsa_TCONS_00016044	Chimp	TCONS_00008072
Ortho500	Human	TCONS_00016075	hsa_TCONS_00016075	Chimp	TCONS_00008080
Ortho501	Human	TCONS_00016075	hsa_TCONS_00016075	Chimp	TCONS_00008081
Ortho502	Human	TCONS_00016101	hsa_TCONS_00016101	Chimp	TCONS_00008095
Ortho503	Human	TCONS_00016118	hsa_TCONS_00016118	Chimp	TCONS_00008105
Ortho504	Human	TCONS_00016166	hsa_TCONS_00016166	Chimp	TCONS_00008129
Ortho505	Human	TCONS_00016167	hsa_TCONS_00016167	Chimp	TCONS_00008129
Ortho506	Human	TCONS_00016422	hsa_TCONS_00016422	Chimp	TCONS_00008236
Ortho507	Human	TCONS_00016434	hsa_TCONS_00016434	Chimp	TCONS_00008242
Ortho508	Human	TCONS_00016440	hsa_TCONS_00016440	Chimp	TCONS_00008247
Ortho509	Human	TCONS_00016441	hsa_TCONS_00016441	Chimp	TCONS_00008247
Ortho510	Human	TCONS_00016441	hsa_TCONS_00016441	Chimp	TCONS_00008248
Ortho511	Human	TCONS_00016441	hsa_TCONS_00016441	Chimp	TCONS_00009580
Ortho512	Human	TCONS_00016513	hsa_TCONS_00016513	Chimp	TCONS_00008275
Ortho513	Human	TCONS_00016513	hsa_TCONS_00016513	Chimp	TCONS_00008277
Ortho514	Human	TCONS_00016514	hsa_TCONS_00016514	Chimp	TCONS_00008275
Ortho515	Human	TCONS_00016514	hsa_TCONS_00016514	Chimp	TCONS_00008277
Ortho516	Human	TCONS_00016534	hsa_TCONS_00016534	Chimp	TCONS_00008289
Ortho517	Human	TCONS_00016534	hsa_TCONS_00016534	Chimp	TCONS_00008290
Ortho518	Human	TCONS_00016590	hsa_TCONS_00016590	Chimp	TCONS_00008323
Ortho519	Human	TCONS_00016590	hsa_TCONS_00016590	Chimp	TCONS_00008324
Ortho520	Human	TCONS_00016591	hsa_TCONS_00016591	Chimp	TCONS_00008323
Ortho521	Human	TCONS_00016591	hsa_TCONS_00016591	Chimp	TCONS_00008324
Ortho522	Human	TCONS_00016593	hsa_TCONS_00016593	Chimp	TCONS_00008323
Ortho523	Human	TCONS_00016593	hsa_TCONS_00016593	Chimp	TCONS_00008324
Ortho524	Human	TCONS_00016699	hsa_TCONS_00016699	Chimp	TCONS_00005635
Ortho525	Human	TCONS_00016838	hsa_TCONS_00016838	Chimp	TCONS_00008440
Ortho526	Human	TCONS_00016838	hsa_TCONS_00016838	Chimp	TCONS_00008441
Ortho527	Human	TCONS_00016839	hsa_TCONS_00016839	Chimp	TCONS_00008442
Ortho528	Human	TCONS_00016840	hsa_TCONS_00016840	Chimp	TCONS_00008440
Ortho529	Human	TCONS_00016840	hsa_TCONS_00016840	Chimp	TCONS_00008441
Ortho530	Human	TCONS_00016845	hsa_TCONS_00016845	Chimp	TCONS_00008448
Ortho531	Human	TCONS_00016847	hsa_TCONS_00016847	Chimp	TCONS_00008448
Ortho532	Human	TCONS_00017031	hsa_TCONS_00017031	Chimp	TCONS_00008523
Ortho533	Human	TCONS_00017038	hsa_TCONS_00017038	Chimp	TCONS_00008527
Ortho534	Human	TCONS_00017041	hsa_TCONS_00017041	Chimp	TCONS_00008530
Ortho535	Human	TCONS_00017042	hsa_TCONS_00017042	Chimp	TCONS_00008531
Ortho536	Human	TCONS_00017043	hsa_TCONS_00017043	Chimp	TCONS_00008531
Ortho537	Human	TCONS_00017100	hsa_TCONS_00017100	Chimp	TCONS_00008563
Ortho538	Human	TCONS_00017245	hsa_TCONS_00017245	Chimp	TCONS_00008648
Ortho539	Human	TCONS_00017246	hsa_TCONS_00017246	Chimp	TCONS_00008648
Ortho540	Human	TCONS_00017247	hsa_TCONS_00017247	Chimp	TCONS_00008648
Ortho541	Human	TCONS_00017311	hsa_TCONS_00017311	Chimp	TCONS_00008683
Ortho542	Human	TCONS_00017659	hsa_TCONS_00017659	Chimp	TCONS_00008855
Ortho543	Human	TCONS_00017897	hsa_TCONS_00017897	Chimp	TCONS_00008950
Ortho544	Human	TCONS_00018117	hsa_TCONS_00018117	Chimp	TCONS_00009059
Ortho545	Human	TCONS_00018117	hsa_TCONS_00018117	Chimp	TCONS_00009060
Ortho546	Human	TCONS_00018117	hsa_TCONS_00018117	Chimp	TCONS_00009061
Ortho547	Human	TCONS_00018118	hsa_TCONS_00018118	Chimp	TCONS_00009059
Ortho548	Human	TCONS_00018119	hsa_TCONS_00018119	Chimp	TCONS_00009060
Ortho549	Human	TCONS_00018119	hsa_TCONS_00018119	Chimp	TCONS_00009061
Ortho550	Human	TCONS_00018176	hsa_TCONS_00018176	Chimp	TCONS_00009082
Ortho551	Human	TCONS_00018203	hsa_TCONS_00018203	Chimp	TCONS_00009099
Ortho552	Human	TCONS_00018313	hsa_TCONS_00018313	Chimp	TCONS_00009156
Ortho553	Human	TCONS_00018447	hsa_TCONS_00018447	Chimp	TCONS_00001200
Ortho554	Human	TCONS_00018447	hsa_TCONS_00018447	Chimp	TCONS_00014796
Ortho555	Human	TCONS_00018677	hsa_TCONS_00018677	Chimp	TCONS_00009277
Ortho556	Human	TCONS_00018678	hsa_TCONS_00018678	Chimp	TCONS_00009277
Ortho557	Human	TCONS_00018679	hsa_TCONS_00018679	Chimp	TCONS_00009277
Ortho558	Human	TCONS_00018680	hsa_TCONS_00018680	Chimp	TCONS_00009277
Ortho559	Human	TCONS_00018681	hsa_TCONS_00018681	Chimp	TCONS_00009277
Ortho560	Human	TCONS_00018682	hsa_TCONS_00018682	Chimp	TCONS_00009277
Ortho561	Human	TCONS_00018683	hsa_TCONS_00018683	Chimp	TCONS_00009277
Ortho562	Human	TCONS_00018685	hsa_TCONS_00018685	Chimp	TCONS_00009277
Ortho563	Human	TCONS_00018750	hsa_TCONS_00018750	Chimp	TCONS_00009309
Ortho564	Human	TCONS_00018912	hsa_TCONS_00018912	Chimp	TCONS_00009373
Ortho565	Human	TCONS_00019027	hsa_TCONS_00019027	Chimp	TCONS_00009417
Ortho566	Human	TCONS_00019032	hsa_TCONS_00019032	Chimp	TCONS_00009420
Ortho567	Human	TCONS_00019032	hsa_TCONS_00019032	Chimp	TCONS_00009421
Ortho568	Human	TCONS_00019161	hsa_TCONS_00019161	Chimp	TCONS_00009474
Ortho569	Human	TCONS_00019162	hsa_TCONS_00019162	Chimp	TCONS_00009473
Ortho570	Human	TCONS_00019185	hsa_TCONS_00019185	Chimp	TCONS_00036975
Ortho571	Human	TCONS_00019191	hsa_TCONS_00019191	Chimp	TCONS_00047867
Ortho572	Human	TCONS_00019344	hsa_TCONS_00019344	Chimp	TCONS_00009537
Ortho573	Human	TCONS_00019373	hsa_TCONS_00019373	Chimp	TCONS_00009548
Ortho574	Human	TCONS_00019374	hsa_TCONS_00019374	Chimp	TCONS_00009548
Ortho575	Human	TCONS_00019384	hsa_TCONS_00019384	Chimp	TCONS_00009550
Ortho576	Human	TCONS_00019472	hsa_TCONS_00019472	Chimp	TCONS_00009581
Ortho577	Human	TCONS_00019496	hsa_TCONS_00019496	Chimp	TCONS_00009590
Ortho578	Human	TCONS_00019570	hsa_TCONS_00019570	Chimp	TCONS_00009634
Ortho579	Human	TCONS_00019572	hsa_TCONS_00019572	Chimp	TCONS_00009634
Ortho580	Human	TCONS_00019601	hsa_TCONS_00019601	Chimp	TCONS_00009645
Ortho581	Human	TCONS_00019667	hsa_TCONS_00019667	Chimp	TCONS_00009674
Ortho582	Human	TCONS_00019667	hsa_TCONS_00019667	Chimp	TCONS_00009675
Ortho583	Human	TCONS_00019668	hsa_TCONS_00019668	Chimp	TCONS_00009674
Ortho584	Human	TCONS_00019668	hsa_TCONS_00019668	Chimp	TCONS_00009675
Ortho585	Human	TCONS_00019669	hsa_TCONS_00019669	Chimp	TCONS_00009674
Ortho586	Human	TCONS_00019669	hsa_TCONS_00019669	Chimp	TCONS_00009675
Ortho587	Human	TCONS_00019767	hsa_TCONS_00019767	Chimp	TCONS_00009717
Ortho588	Human	TCONS_00019823	hsa_TCONS_00019823	Chimp	TCONS_00009743
Ortho589	Human	TCONS_00019824	hsa_TCONS_00019824	Chimp	TCONS_00009743
Ortho590	Human	TCONS_00019835	hsa_TCONS_00019835	Chimp	TCONS_00009749
Ortho591	Human	TCONS_00020061	hsa_TCONS_00020061	Chimp	TCONS_00009841
Ortho592	Human	TCONS_00020074	hsa_TCONS_00020074	Chimp	TCONS_00009845
Ortho593	Human	TCONS_00020074	hsa_TCONS_00020074	Chimp	TCONS_00009847
Ortho594	Human	TCONS_00020074	hsa_TCONS_00020074	Chimp	TCONS_00009849
Ortho595	Human	TCONS_00020075	hsa_TCONS_00020075	Chimp	TCONS_00009844
Ortho596	Human	TCONS_00020075	hsa_TCONS_00020075	Chimp	TCONS_00009845
Ortho597	Human	TCONS_00020075	hsa_TCONS_00020075	Chimp	TCONS_00009846
Ortho598	Human	TCONS_00020075	hsa_TCONS_00020075	Chimp	TCONS_00009847
Ortho599	Human	TCONS_00020076	hsa_TCONS_00020076	Chimp	TCONS_00009851
Ortho600	Human	TCONS_00020076	hsa_TCONS_00020076	Chimp	TCONS_00009852
Ortho601	Human	TCONS_00020076	hsa_TCONS_00020076	Chimp	TCONS_00009853
Ortho602	Human	TCONS_00020077	hsa_TCONS_00020077	Chimp	TCONS_00009851
Ortho603	Human	TCONS_00020077	hsa_TCONS_00020077	Chimp	TCONS_00009852
Ortho604	Human	TCONS_00020077	hsa_TCONS_00020077	Chimp	TCONS_00009853
Ortho605	Human	TCONS_00020078	hsa_TCONS_00020078	Chimp	TCONS_00009851
Ortho606	Human	TCONS_00020078	hsa_TCONS_00020078	Chimp	TCONS_00009852
Ortho607	Human	TCONS_00020078	hsa_TCONS_00020078	Chimp	TCONS_00009853
Ortho608	Human	TCONS_00020079	hsa_TCONS_00020079	Chimp	TCONS_00009851
Ortho609	Human	TCONS_00020079	hsa_TCONS_00020079	Chimp	TCONS_00009852
Ortho610	Human	TCONS_00020079	hsa_TCONS_00020079	Chimp	TCONS_00009853
Ortho611	Human	TCONS_00020080	hsa_TCONS_00020080	Chimp	TCONS_00009851
Ortho612	Human	TCONS_00020080	hsa_TCONS_00020080	Chimp	TCONS_00009852
Ortho613	Human	TCONS_00020080	hsa_TCONS_00020080	Chimp	TCONS_00009853
Ortho614	Human	TCONS_00020081	hsa_TCONS_00020081	Chimp	TCONS_00009851
Ortho615	Human	TCONS_00020081	hsa_TCONS_00020081	Chimp	TCONS_00009852
Ortho616	Human	TCONS_00020081	hsa_TCONS_00020081	Chimp	TCONS_00009853
Ortho617	Human	TCONS_00020084	hsa_TCONS_00020084	Chimp	TCONS_00009851
Ortho618	Human	TCONS_00020084	hsa_TCONS_00020084	Chimp	TCONS_00009852
Ortho619	Human	TCONS_00020084	hsa_TCONS_00020084	Chimp	TCONS_00009853
